Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,Price to Earning,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Industry PE,Price to Quarterly Earning,Book value,Piotroski score,Asset Turnover Ratio,Industry PBV,FII holding,Change in FII holding,DII holding,Change in DII holding,Change in DII holding 3Years,Change in FII holding 3Years,Average Working Capital Days 3years,Market Capitalization 5years back,Market Capitalization 10years back,Market Capitalization 3years back,Historical PE 5Years,Historical PE 10Years,Historical PE 3Years,Return on assets 3years,Return on assets 5years,OPM 10Year,OPM 5Year,Return on equity 5years growth,Average return on equity 10Years,Average return on capital employed 10Years,Average return on capital employed 7Years,Average return on capital employed 5Years,Average return on capital employed 3Years,Book value 10years back,Book value 5years back,Book value 3years back,Average return on equity 5Years,Average return on equity 3Years,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter
Tyroon Tea Co.,526945,,INE945B01016,Agricultural Food & other Products,Tea & Coffee,95.00,32.31,,0.72,5.57,0.11,8.03,67.22,24.96,2.52,131.21,8.00,0.72,1.05,0.00,0.00,0.08,0.00,0.00,0.00,8.82,9.44,17.88,33.63,8.05,7.91,11.09,5.63,10.43,5.92,11.61,21.89,8.19,8.12,10.28,17.63,9.86,63.31,72.01,91.83,14.59,8.51,110.87,8.33,4.44,6.96,3336.00
U P Hotels,509960,,INE726E01014,Leisure Services,Hotels & Resorts,1450.50,783.27,25.65,4.29,14.96,0.00,17.68,88.39,32.50,,337.91,6.00,0.78,2.95,0.00,0.00,0.00,0.00,0.00,0.00,-8.08,160.76,153.14,238.14,27.41,27.41,27.50,17.23,10.20,17.62,24.11,35.86,10.18,12.14,13.65,16.30,27.84,147.91,166.35,178.35,13.89,20.49,280.81,30.53,18.94,23.02,1227.00
U. H. Zaveri,541338,,INE556Z01010,Consumer Durables,"Gems, Jewellery And Watches",15.35,46.95,782.39,2.40,0.66,0.43,1.08,39.27,23.24,617.38,6.38,4.00,0.99,3.03,0.00,0.00,0.00,0.00,0.00,0.00,374.87,14.61,,20.98,74.68,78.21,71.72,3.05,2.79,,1.24,36.26,,2.58,2.58,3.45,3.96,,4.31,4.49,3.06,3.36,6.29,3.29,2.82,3.86,9011.00
U. Y. Fincorp,530579,UYFINCORP,INE152C01025,Finance,Non Banking Financial Company (NBFC),14.59,277.57,8.68,0.81,3.49,0.01,3.62,71.38,20.07,4.24,18.07,4.00,0.34,1.79,0.68,-0.04,0.00,0.00,0.00,0.68,61.30,29.87,78.57,273.37,18.74,11.21,15.85,8.99,6.30,35.70,28.71,25.74,5.49,7.78,7.96,9.37,13.13,11.65,12.72,12.89,7.25,9.83,16.72,29.48,20.88,22.74,21165.00
Ucal,500464,UCAL,INE139B01016,Auto Components,Auto Components & Equipments,114.90,254.06,,0.72,-2.88,0.87,-6.51,70.28,29.14,,156.37,6.00,0.98,3.29,0.00,0.00,0.01,0.00,0.00,0.00,-33.37,160.77,242.81,248.00,11.99,11.40,13.54,-1.98,0.37,10.20,7.21,,8.06,10.75,7.65,4.90,2.65,14.20,162.07,177.05,0.85,-4.21,167.85,2.50,-3.20,-6.64,17590.00
UCO Bank,532505,UCOBANK,INE691A01018,Banks,Public Sector Bank,28.98,36339.64,13.88,1.10,0.71,10.11,8.38,90.95,7.95,12.33,26.46,5.00,0.07,1.12,0.13,0.00,4.42,-0.10,3.05,0.08,392.40,8976.10,6873.03,14167.81,22.14,22.35,20.49,0.63,0.46,46.62,55.70,21.33,-4.50,3.97,3.98,4.74,5.28,116.42,22.79,19.73,5.59,7.41,22.88,5.34,0.53,6.22,850102.00
Uday Jewellery,539518,,INE551B01012,Consumer Durables,"Gems, Jewellery And Watches",130.65,311.24,16.20,2.37,8.94,0.20,11.85,74.91,23.24,13.49,54.88,5.00,2.36,3.03,0.00,0.00,0.00,0.00,0.00,0.00,131.73,188.51,,209.54,33.43,33.49,31.34,8.94,8.69,6.82,6.80,-6.57,12.13,13.28,14.23,13.64,14.36,12.03,23.98,26.57,12.19,12.79,34.85,13.29,8.09,12.03,5208.00
Udayshivakumar,543861,USK,INE0N0Y01013,Construction,Civil Construction,20.94,115.92,,0.73,-2.67,0.39,-5.07,65.95,16.51,,29.18,3.00,0.89,2.02,0.00,-0.06,0.00,0.00,,,28.61,,,,13.19,13.19,13.19,4.63,5.75,,7.97,,,16.87,16.87,16.87,13.14,,,,10.69,8.22,31.60,22.02,9.46,17.99,30944.00
Uflex,500148,UFLEX,INE516A01017,Industrial Products,Packaging,507.10,3661.84,11.57,0.48,1.31,1.21,3.29,44.58,18.57,33.85,1070.12,6.00,0.82,1.88,8.97,1.22,0.52,0.00,0.27,0.63,32.48,999.41,848.12,4392.99,10.30,5.63,18.49,2.41,4.72,13.42,13.53,-16.55,9.21,10.60,10.87,11.30,8.20,477.46,769.49,927.25,9.56,5.44,1000.53,6.50,2.12,4.86,44372.00
UFO Moviez,539141,UFO,INE527H01019,Entertainment,"Film Production, Distribution & Exhibition",74.75,290.13,14.72,0.95,1.62,0.30,3.00,22.33,161.72,11.52,80.76,3.00,0.78,5.01,0.82,0.16,24.22,0.00,-0.46,-0.49,-19.61,218.02,,386.88,30.75,18.16,30.75,0.79,-7.05,19.21,1.12,-17.53,2.30,4.43,-1.99,-8.70,5.48,187.81,93.37,72.47,-13.72,1.52,74.47,10.02,3.31,6.28,47575.00
Ugar Sugar Works,530363,UGARSUGAR,INE071E01023,Agricultural Food & other Products,Sugar,37.82,425.49,43.81,2.46,-1.61,2.56,-7.90,46.75,9.37,,15.25,4.00,1.20,0.78,0.17,-0.02,0.00,0.00,-0.04,-0.74,-11.59,122.06,89.55,770.62,15.54,13.85,14.81,3.47,3.32,6.94,7.64,,13.14,10.16,11.68,12.87,14.26,8.08,7.06,10.72,20.95,17.04,20.89,11.27,2.11,9.25,63874.00
Ugro Capital,511742,UGROCAP,INE583D01011,Finance,Non Banking Financial Company (NBFC),134.30,2084.26,16.72,0.86,1.86,3.28,8.26,1.70,20.07,82.23,159.20,2.00,0.18,1.79,22.83,-6.16,1.38,-0.21,-0.64,15.87,-0.84,864.35,11.74,1454.23,34.31,29.79,23.67,1.74,1.56,57.12,58.49,29.79,5.23,7.46,6.88,9.01,11.38,54.31,106.78,108.36,5.95,7.71,122.52,12.16,2.25,9.85,42189.00
Ujaas Energy,533644,UEL,INE899L01030,Power,Power Generation,214.45,2860.73,937.94,32.49,7.57,0.27,9.68,74.96,26.54,4165.77,6.60,4.00,0.24,1.98,0.00,0.00,0.00,0.00,0.00,-0.01,-207.00,163.84,1185.66,292.76,267.75,59.80,267.75,6.76,0.83,11.80,-9.32,28.84,2.73,6.34,1.57,1.96,7.34,1.53,1.41,0.54,-4.37,13.41,1.34,14.04,18.62,55.47,50847.00
Ujjivan Small,542904,UJJIVANSFB,INE551W01018,Banks,Other Bank,62.84,12196.61,24.62,1.96,1.65,6.77,12.42,0.00,23.05,16.69,32.14,5.00,0.14,1.06,15.45,-1.60,28.67,8.54,20.46,13.16,-14.24,4718.05,,2557.91,8.57,10.05,7.90,3.00,1.42,,44.63,-3.95,,7.93,8.05,7.67,10.08,,17.47,15.06,13.62,22.27,28.66,11.09,3.48,26.66,937143.00
Ultra Wiring,,UWCSL,INE00F301010,Auto Components,Auto Components & Equipments,98.15,51.07,15.38,1.95,6.49,0.13,13.58,74.13,29.14,6.09,50.37,7.00,1.30,3.29,0.00,0.00,0.00,0.00,0.00,0.00,43.53,12.67,,20.29,20.07,18.22,21.77,6.07,5.34,,9.82,13.27,,14.15,13.17,14.00,15.92,,26.02,28.92,11.37,12.65,36.94,13.97,5.02,10.69,144.00
Ultracab India,538706,,INE010R01023,Industrial Products,Cables - Electricals,7.79,95.80,14.36,1.09,7.72,0.33,15.56,29.50,18.51,23.32,7.36,5.00,1.90,3.60,0.00,0.00,0.00,0.00,0.00,0.00,127.27,87.75,52.40,322.81,40.44,93.65,29.35,6.94,5.53,9.15,9.67,24.37,11.56,12.42,13.92,15.27,17.00,1.38,1.77,2.02,15.51,17.09,2.92,15.93,6.32,17.30,49395.00
Ultramarine Pig.,506685,,INE405A01021,Chemicals & Petrochemicals,Dyes And Pigments,432.95,1264.21,15.91,1.19,6.66,0.08,7.99,40.44,17.80,16.70,363.98,7.00,0.62,1.22,1.04,-0.01,1.40,0.07,1.26,0.37,72.93,413.03,189.51,949.44,17.61,17.19,18.26,6.63,7.82,,18.24,-16.73,,12.11,12.11,12.11,10.26,,157.90,294.36,8.76,7.89,308.07,9.21,5.85,7.00,19762.00
UltraTech Cem.,532538,ULTRACEMCO,INE481G01011,Cement & Cement Products,Cement & Cement Products,12939.95,381313.34,49.08,5.33,5.19,0.35,9.29,59.29,32.38,53.51,2444.44,3.00,0.65,2.35,14.44,-0.89,17.45,0.80,0.05,0.33,-57.16,93654.52,78970.90,190589.12,43.66,39.79,47.62,6.08,6.67,19.53,19.35,-9.87,11.61,12.81,12.81,13.60,12.97,799.68,1530.37,1747.16,11.68,10.35,2086.22,15.13,7.28,12.21,409266.00
Uma Converter,,UMA,INE067901012,Industrial Products,Packaging,18.55,37.61,14.75,0.49,1.56,0.92,3.66,69.23,18.57,8.90,38.11,6.00,1.31,1.88,0.00,0.00,0.00,0.00,0.00,0.00,66.12,,,,15.63,15.63,15.89,1.58,2.31,,7.80,-14.88,,8.97,8.97,8.90,7.44,,,,5.96,3.94,35.73,8.99,2.51,5.96,808.00
Uma Exports,543513,UMAEXPORTS,INE0GIU01018,Commercial Services & Supplies,Trading & Distributors,32.21,108.89,,0.56,0.65,0.96,1.41,72.51,30.74,,57.38,2.00,4.19,2.55,0.00,-0.02,0.00,0.00,0.00,-0.02,21.66,,,,11.31,11.31,18.13,4.43,6.01,,1.61,-38.28,,19.43,19.43,18.54,10.92,,,,11.84,8.05,56.17,7.53,3.00,5.66,23711.00
Umiya Buildcon,532376,UMIYA-MRO,INE398B01018,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,86.81,162.21,17.48,1.44,2.64,1.08,8.27,64.43,46.91,37.15,60.52,6.00,0.22,3.34,0.00,0.00,0.00,0.00,0.00,0.00,114.94,40.55,28.87,94.17,27.30,27.30,27.44,0.72,,,,,,6.35,6.35,6.35,6.35,,,37.24,,2.66,37.01,7.68,1.81,4.93,11225.00
Umiya Mobile,544464,,INE1P1A01018,Retailing,Speciality Retail,71.75,102.03,17.15,2.37,6.57,0.13,50.67,73.49,31.26,13.50,30.23,6.00,6.99,4.84,0.00,,0.25,,,,16.74,,,,13.26,13.26,13.26,3.62,,,,,,21.40,21.40,21.40,21.40,,,,,33.76,,22.73,3.88,32.61,
Umiya Tubes,539798,,INE173U01015,Industrial Products,Iron & Steel Products,34.80,45.09,33.65,3.20,-15.07,0.02,-21.40,6.73,19.66,9.13,10.88,4.00,0.03,1.99,0.95,0.95,0.00,0.00,0.00,0.95,2646.45,7.50,,8.42,79.55,61.51,53.38,-12.86,-7.66,0.06,-12.80,,-4.41,1.58,-4.60,-7.64,-13.98,,13.87,16.65,-12.28,-21.16,11.83,-8.17,-8.20,-14.46,2731.00
Uni Abex Alloy,504605,,INE361D01012,Industrial Products,Iron & Steel Products,3119.80,616.17,17.76,4.07,18.73,0.12,26.26,63.63,19.66,13.72,766.94,7.00,1.08,1.99,0.00,0.00,0.02,-0.01,-0.01,0.00,34.40,72.80,114.40,115.61,14.89,15.02,17.25,19.49,16.10,17.98,21.00,16.65,18.98,20.08,28.55,31.26,34.98,216.05,281.27,333.57,26.92,29.27,573.06,42.78,24.62,36.40,7095.00
Unichem Labs.,506690,UNICHEMLAB,INE351A01035,Pharmaceuticals & Biotechnology,Pharmaceuticals,382.05,2689.84,25.58,1.10,3.99,0.21,5.59,70.22,29.56,39.13,345.83,5.00,0.62,3.22,0.99,0.00,10.73,-0.01,2.52,-0.57,179.72,1097.27,1845.33,1829.85,65.86,25.89,30.85,-0.94,-0.20,2.65,6.06,29.72,12.05,15.10,-0.12,0.80,0.48,105.05,363.16,371.90,-0.21,-1.15,346.32,-0.23,-1.35,-1.79,23577.00
Unick Fix-A-Form,541503,,INE250G01010,Printing & Publication,Printing & Publication,46.25,25.37,12.08,0.71,3.65,0.53,7.94,71.57,14.55,,65.25,8.00,0.78,1.65,0.00,0.00,0.00,0.00,0.00,0.00,5.70,11.74,,24.11,12.33,10.58,14.89,3.19,3.47,15.81,13.97,-10.45,10.27,13.08,11.61,10.41,9.82,,45.05,49.88,8.33,7.42,57.52,8.91,2.76,6.44,1680.00
Unicommerce,544227,UNIECOM,INE00U401027,IT - Software,Software Products,102.30,1149.61,59.39,6.44,10.20,0.06,24.78,36.02,45.07,50.17,15.90,5.00,0.80,2.83,0.02,-0.23,5.47,-0.21,,,-26.34,,,,71.32,71.32,71.32,,,,,,,31.37,31.37,31.37,31.37,,,,,,,,,18.97,104706.00
Unified Data,544406,,INE1ABX01018,IT - Services,IT Enabled Services,375.00,753.36,25.62,6.57,26.27,0.00,36.49,60.39,26.90,22.91,57.32,5.00,1.96,3.10,2.60,-0.61,5.74,-4.03,,,-33.12,,,,24.01,24.01,24.01,27.01,,,,,,50.89,50.89,50.89,50.89,,,,,38.78,,65.19,34.90,48.43,5838.00
Unifinz Capital,541358,,INE926R01012,Finance,Non Banking Financial Company (NBFC),99.00,438.25,5.83,3.71,24.30,1.13,49.38,24.64,20.07,4.05,26.74,6.00,1.48,1.79,11.29,0.00,8.56,-0.02,8.56,11.29,-108.00,,,43.96,22.48,25.40,21.29,5.14,8.01,24.37,24.62,,27.65,12.85,15.34,18.66,21.04,,3.65,3.34,33.01,36.82,2.36,10.33,-4.08,-26.82,819.00
Unihealth Hosp,,UNIHEALTH,INE0PRF01011,Healthcare Services,Hospital,290.00,449.51,18.64,3.60,12.49,0.14,16.03,69.14,45.46,15.13,80.87,4.00,0.46,5.60,0.00,0.00,0.75,0.52,,,204.36,,,,,,,11.38,9.72,,32.10,23.67,,18.86,18.86,18.86,19.90,,,,21.74,19.25,,20.38,10.94,18.25,985.00
Uniinfo Telecom,,UNIINFO,INE481Z01011,Telecom - Services,Other Telecom Services,14.54,15.54,97.19,0.47,-1.75,0.16,-2.09,50.91,24.18,,30.91,1.00,0.85,1.44,0.00,0.00,0.00,0.00,0.00,0.00,241.66,14.44,,23.69,25.49,10.62,44.02,-0.01,-2.10,7.76,0.19,,2.54,7.87,1.91,-1.93,1.16,,32.72,31.53,-2.72,0.01,31.07,3.24,1.90,2.32,5324.00
Unilex Colour &C,,UNILEX,INE0B2801011,Chemicals & Petrochemicals,Dyes And Pigments,29.50,40.17,10.83,0.55,6.56,0.13,11.69,73.56,17.80,13.73,53.47,4.00,1.57,1.22,0.00,-1.65,3.40,-0.88,,,63.43,,,,9.92,9.92,9.92,6.98,7.36,,2.79,-1.05,,18.27,18.27,19.13,16.53,,,,16.37,14.72,,18.20,7.65,17.91,718.00
Unimech Aero.,544322,UNIMECH,INE0U3I01011,Aerospace & Defense,Aerospace & Defense,974.75,4957.28,62.32,7.01,15.76,0.16,19.91,79.82,63.05,80.03,138.88,5.00,0.49,7.51,0.36,0.15,6.50,-0.02,,,77.06,,,,63.53,63.53,63.53,29.80,,,,,,49.90,49.90,49.90,49.90,,,,,31.29,,75.43,43.28,73.75,77234.00
Union Bank (I),532477,UNIONBANK,INE692A01016,Banks,Public Sector Bank,180.15,137519.35,7.32,1.04,1.24,9.95,17.05,74.76,7.95,6.74,171.80,7.00,0.07,1.12,8.14,0.28,11.91,0.21,3.52,6.52,224.07,9823.49,9949.94,26450.47,6.33,6.77,6.29,0.98,0.75,56.91,59.80,29.65,7.64,5.30,5.28,5.72,6.10,335.27,101.04,103.68,12.55,15.01,127.85,6.55,1.03,15.64,955839.00
Union Qual. Pla.,526799,,INE338N01019,Industrial Products,Packaging,14.91,10.33,1.95,,52.85,,,63.84,18.57,,-2.44,7.00,0.00,1.88,0.00,0.00,0.03,0.00,0.00,0.00,-65335.00,7.02,1.44,6.93,6.37,4.95,2.07,8.41,-1.87,,,,,-7.47,-20.76,-46.30,-28.63,-16.81,3.00,-4.76,,,-7.78,-111.76,-3.34,,2668.00
Uniparts India,543689,UNIPARTS,INE244O01017,Auto Components,Auto Components & Equipments,516.55,2331.42,17.58,2.56,7.57,0.13,9.99,65.89,29.14,16.51,203.45,4.00,0.83,3.29,2.45,0.46,4.89,0.11,-4.38,-5.04,131.56,,,,16.94,16.94,17.19,12.73,13.14,,18.44,-5.08,,20.07,20.07,21.89,20.73,,,,18.76,16.81,192.29,18.14,11.26,14.67,79083.00
Uniphos Enter.,500429,UNIENTER,INE037A01022,Chemicals & Petrochemicals,Trading - Chemicals,122.00,848.51,42.80,0.30,0.01,0.00,0.01,73.79,62.99,,409.00,5.00,0.05,3.03,15.71,0.00,0.00,0.00,0.00,0.28,0.28,271.23,198.21,928.09,27.94,29.20,29.70,0.88,1.11,,-9.65,-58.84,1.11,1.36,1.08,1.14,0.93,40.76,390.35,457.33,1.17,0.94,298.43,1.49,1.45,1.48,12699.00
Unipro Technolgy,540189,,INE448F01012,IT - Services,IT Enabled Services,16.81,10.22,,,-9.09,,,27.97,26.90,,-1.91,2.00,0.00,3.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.31,,1.31,,,,-22.03,-14.66,,,,,-28.78,-47.30,-47.30,-74.34,,3.88,3.55,,,-0.90,-162.89,-54.87,-345.33,670.00
Unique Organics,530997,,INE333E01019,Agricultural Food & other Products,Other Agricultural Products,89.89,53.52,7.00,1.42,33.56,0.00,37.91,34.64,23.14,6.00,63.23,8.00,4.68,2.48,0.84,0.00,0.00,0.00,0.00,0.84,36.70,1.78,10.83,22.92,9.42,8.38,9.15,22.68,13.68,3.00,3.54,158.90,14.63,14.72,18.98,24.23,37.82,21.27,20.73,20.78,24.10,33.66,37.85,38.07,21.63,32.63,4863.00
Uniroyal Ind,521226,,INE980D01019,Textiles & Apparels,Other Textile Products,19.50,16.13,,0.85,1.00,0.89,2.44,55.88,20.04,,23.06,8.00,2.34,1.65,0.00,0.00,0.05,0.00,0.00,0.00,23.50,6.66,4.06,11.46,11.58,10.36,23.21,0.32,0.67,5.97,4.01,-4.70,3.23,7.50,7.02,6.27,5.73,18.42,20.87,23.43,1.80,0.83,23.44,7.07,1.70,4.59,7307.00
Uniroyal Marine,526113,,INE602H01010,Food Products,Seafood,13.92,9.02,6.83,11.41,0.38,16.41,17.50,29.49,34.26,51.25,1.22,7.00,1.56,2.00,0.00,0.00,0.01,0.00,0.00,0.00,22.41,6.22,6.58,6.19,12.56,29.49,10.74,-5.07,-3.23,4.38,3.29,41.25,-7.44,6.67,5.37,4.04,3.46,5.17,5.32,5.56,-25.06,-52.45,0.56,-7.97,-14.52,-157.59,16737.00
Unisem Agritech,544648,,INE1FHV01026,,,58.50,66.29,15.53,,10.85,1.25,57.20,70.88,21.37,9.23,,4.00,1.48,0.52,5.59,,8.17,,,,40.02,,,,10.71,10.71,10.71,8.02,,,,,,32.56,32.56,32.56,32.56,,,,,44.03,,33.87,7.47,43.67,
Unishire Urban,537582,,INE210P01015,Realty,"Residential, Commercial Projects",1.70,4.14,,0.20,-0.08,0.69,-0.09,0.29,31.86,,8.50,4.00,0.94,2.60,0.00,0.00,0.00,0.00,0.00,0.00,1573.85,9.60,26.67,5.65,15.10,15.10,13.00,0.11,-3.29,-10.90,-11.56,12.26,-2.22,-2.21,-2.38,-3.03,0.57,10.17,10.38,8.63,-3.63,0.21,8.69,3.33,1.95,2.30,882.00
Unison Metals,538610,,INE099D01026,Industrial Products,Iron & Steel Products,1.10,32.59,6.61,0.44,2.34,0.92,12.64,29.08,19.66,6.16,2.48,7.00,1.65,1.99,0.00,0.00,1.10,1.10,1.10,0.00,21.79,31.48,31.48,104.42,22.97,24.85,15.48,1.86,1.58,,5.59,2.52,,11.39,11.58,11.52,12.51,,0.88,0.93,8.63,10.29,1.11,14.41,2.05,11.32,10923.00
Unitech,507878,UNITECH,INE694A01020,Realty,"Residential, Commercial Projects",6.25,1635.16,,,-12.00,,,5.13,31.86,,-30.64,4.00,0.01,2.60,0.50,-0.13,1.05,0.00,0.14,0.15,-7514.50,327.04,4225.33,523.26,,,,-12.61,-9.39,-27.47,-57.60,,,-7.78,-10.24,-13.09,-21.62,35.14,11.60,7.65,,,-16.03,-17.64,-14.26,,625007.00
Unitech Internat,531867,,INE929K01011,Chemicals & Petrochemicals,Specialty Chemicals,3.84,3.88,,,-17.21,,,31.02,28.86,,-28.24,3.00,0.00,2.77,0.00,0.00,0.00,0.00,0.00,0.00,-40769.90,4.85,13.13,5.99,3.68,22.45,,-48.95,-29.55,-1.32,-31.61,,,-69.16,-101.22,-144.88,-245.69,11.86,12.54,12.30,,,-26.07,-175.79,-102.40,,5565.00
United Breweries,532478,UBL,INE686F01025,Beverages,Breweries & Distilleries,1627.45,43030.58,102.43,9.87,6.03,0.18,10.77,70.84,35.44,116.22,164.27,5.00,1.17,2.77,5.50,-0.76,17.45,0.77,3.54,-1.44,53.74,24294.86,26448.44,39384.46,119.15,109.20,118.63,5.85,5.16,11.93,9.33,-3.34,10.93,15.58,14.61,11.42,12.93,81.21,135.48,148.83,8.57,9.73,158.03,13.49,6.16,10.06,78877.00
United Cotfab,544195,,INE0S0I01011,Textiles & Apparels,Other Textile Products,21.50,36.95,10.93,0.68,2.90,0.81,8.53,69.89,20.04,7.14,30.99,4.00,1.32,1.65,3.98,-1.59,0.59,0.00,,,97.60,,,,14.07,14.07,14.07,,,,,,,9.91,9.91,9.91,9.91,,,,,,,,,13.46,999.00
United Credit,531091,,INE858C01027,Finance,Non Banking Financial Company (NBFC),29.99,15.98,19.97,0.52,3.31,0.01,3.39,57.31,20.07,17.34,57.17,4.00,0.12,1.79,0.00,0.00,0.01,0.00,0.00,0.00,1004.79,8.58,9.59,7.11,10.05,10.06,10.74,3.82,3.49,25.99,39.90,-1.38,3.80,5.40,6.37,4.90,4.98,39.43,48.54,49.98,3.65,3.97,54.39,7.36,5.60,5.82,2625.00
United Drilling,522014,UNIDT,INE961D01019,Industrial Manufacturing,Industrial Products,190.00,385.76,25.47,1.44,4.32,0.11,5.79,74.65,29.38,16.49,132.63,6.00,0.50,3.64,0.42,-0.01,0.01,0.00,0.01,0.11,441.16,211.96,162.52,996.98,28.87,19.25,39.25,3.61,9.27,26.16,23.33,-28.32,13.48,17.07,18.32,14.40,6.64,38.66,95.42,118.12,10.24,4.57,124.05,6.15,2.88,3.68,14062.00
United Foodbrands,543283,UFBL,INE382M01027,Leisure Services,Restaurants,258.95,1012.13,,3.08,-2.09,2.52,-7.36,34.56,77.49,,83.84,3.00,0.95,5.24,9.33,-0.35,16.79,-1.83,-9.27,-8.32,-45.43,,,4932.32,122.45,122.45,112.47,-0.54,-2.59,16.69,16.39,13.64,-9.82,6.50,4.29,3.78,6.38,,,99.21,-9.12,-2.29,100.58,5.67,-0.88,-3.38,40440.00
United Heat,,UHTL,INE0SMR01011,Industrial Products,Other Industrial Products,48.00,91.22,29.61,1.52,6.69,0.30,13.42,67.63,26.19,53.17,31.24,6.00,0.84,3.30,0.26,-0.36,3.28,-0.30,,,58.25,,,,26.59,26.59,26.59,4.98,4.40,,14.23,-5.95,,13.69,13.69,13.69,15.27,,,,15.29,15.39,,16.16,4.92,19.26,803.00
United Interacti,502893,,INE706D01018,IT - Services,IT Enabled Services,73.80,13.51,14.52,0.33,2.83,0.00,2.91,69.83,26.90,48.24,224.52,5.00,0.03,3.10,0.00,0.00,0.00,0.00,0.00,0.00,542.64,2.02,8.91,7.82,22.38,17.99,23.40,0.58,0.49,-11.74,-56.48,-10.31,1.59,3.05,2.80,1.26,1.66,85.85,147.79,161.33,0.45,0.57,193.23,2.11,1.03,0.91,1341.00
United Leasing,507808,,INE357P01014,Textiles & Apparels,Other Textile Products,45.15,13.55,,1.99,0.84,0.72,1.61,43.71,20.04,169.38,22.63,5.00,0.60,1.65,0.00,0.00,0.01,0.00,0.00,0.00,152.06,1.86,1.54,2.32,15.95,15.10,44.16,1.68,-0.72,17.92,11.98,-14.73,1.67,4.29,3.11,2.77,5.14,18.57,18.93,20.83,-0.97,3.10,22.53,3.69,0.65,1.19,15069.00
United Nilgiri,,UNITEDTEA,INE458F01011,Agricultural Food & other Products,Tea & Coffee,499.90,249.75,11.29,1.07,8.21,0.00,8.70,49.79,24.96,11.64,464.98,7.00,0.40,1.05,0.00,0.00,3.92,0.00,-3.57,0.00,54.64,96.38,96.91,168.91,13.01,13.88,11.57,7.26,6.68,19.13,16.88,3.96,8.34,11.48,9.29,8.73,9.41,135.43,331.33,350.78,7.19,7.77,408.74,10.45,7.72,8.19,5321.00
United Polyfab,,UNITEDPOLY,INE368U01029,Textiles & Apparels,Other Textile Products,28.23,647.91,28.82,5.34,7.24,0.90,19.99,51.51,20.04,21.09,5.30,8.00,2.46,1.65,6.07,-0.02,2.16,0.00,2.16,-0.63,24.79,4.61,,117.32,29.19,27.29,29.58,4.21,3.56,6.24,5.33,20.35,10.62,9.06,10.43,11.61,11.90,,2.17,2.63,12.35,13.26,3.47,10.87,2.70,8.30,8159.00
United Spirits,532432,UNITDSPR,INE854D01024,Beverages,Breweries & Distilleries,1406.80,102323.73,58.12,12.20,12.34,0.05,19.74,56.67,35.44,60.32,115.60,7.00,0.99,2.77,14.13,-0.25,15.36,0.46,3.28,-1.85,50.01,35212.91,53147.88,64550.95,64.93,72.27,62.85,11.95,10.20,14.31,16.01,1.79,19.11,20.26,22.14,22.64,24.81,22.50,56.70,68.17,18.51,19.59,97.90,27.87,13.18,20.98,323938.00
United Textiles,521188,,INE727E01012,Textiles & Apparels,Other Textile Products,16.84,5.05,,0.48,0.08,0.94,0.19,34.58,20.04,,34.93,7.00,0.43,1.65,0.00,0.00,0.00,0.00,0.00,0.00,-7.03,2.04,0.59,3.60,,16.16,,0.12,0.02,8.29,10.17,,0.26,3.31,2.56,2.75,3.01,8.70,34.63,34.70,0.08,0.25,34.90,3.72,0.17,0.38,4994.00
United Van Der,522091,,INE890G01047,Electrical Equipment,Heavy Electrical Equipment,40.32,278.01,47.61,5.22,4.86,0.47,9.01,74.94,44.43,80.72,7.73,8.00,0.34,6.06,0.00,0.00,0.02,0.00,-0.01,0.00,102.93,13.14,0.84,48.27,41.78,41.53,49.41,3.55,2.87,26.49,32.51,13.04,0.68,-1.97,5.28,7.93,9.55,0.04,6.17,5.81,5.86,7.03,7.08,8.12,2.29,4.70,6820.00
Univa Foods,526683,UNIVAFOODS,INE275F01019,Leisure Services,Hotels & Resorts,10.83,15.51,,,-840.00,,,0.00,32.50,,-0.71,2.00,0.00,2.95,0.00,0.00,0.02,0.00,0.00,0.00,106.46,1.22,4.60,5.44,,140.00,,-384.92,-263.53,,,,,-69.72,-104.19,-145.82,-209.32,6.28,4.07,0.31,,,-0.38,-355.00,-258.18,,8230.00
Univastu India,,UNIVASTU,INE562X01013,Construction,Civil Construction,66.56,239.54,18.32,2.76,9.51,0.48,15.82,67.46,16.51,13.07,24.25,5.00,1.05,2.02,0.00,0.00,0.00,0.00,0.00,0.00,89.24,41.43,,96.50,20.42,17.42,24.49,7.60,7.21,15.65,19.88,-4.59,18.87,24.94,23.40,23.28,23.02,,9.77,11.31,17.64,15.45,15.35,23.65,7.65,14.62,6335.00
Universal Arts,532378,,INE464B01018,Entertainment,"Film Production, Distribution & Exhibition",5.04,5.02,38.62,0.68,1.94,0.00,1.96,0.00,161.72,32.69,7.36,5.00,0.00,5.01,0.00,0.00,0.00,0.00,0.00,0.00,7519.21,0.98,1.71,1.75,19.57,20.50,19.57,1.36,0.06,-34.84,-39.14,47.60,-0.98,-0.68,0.28,0.47,2.08,7.32,7.07,6.89,0.06,1.40,7.07,5.10,5.09,5.10,5077.00
